Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""89"",""Guatemala"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""0.80"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""89"",""Guatemala"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""0.79"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""89"",""Guatemala"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""0.78"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""89"",""Guatemala"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""1.32"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""4.81"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""4.94"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""5.12"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""4.77"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""0.17"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""0.25"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""0.26"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""0.25"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""1.15"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""1.11"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""1.35"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""1.56"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""0.46"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""0.47"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""0.50"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""0.52"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""0.20"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""0.21"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""0.20"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""90"",""Guinea"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""0.19"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""2.51"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""2.45"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""2.52"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""2.51"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""2.21"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""3.12"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""2.25"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""2.21"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""31.37"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""36.16"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""33.09"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""35.39"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""0.00"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""0.00"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""0.07"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""0.14"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""0.20"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""0.21"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""0.27"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""91"",""Guyana"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""0.25"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""4.59"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""4.52"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""4.62"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""4.63"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""4.55"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""4.24"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""4.05"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""4.42"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""3.37"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""4.08"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""5.97"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""7.61"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""1.03"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""0.99"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""0.96"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""0.94"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""0.41"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""0.43"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""0.47"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""93"",""Haiti"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""0.37"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""10.18"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""7.65"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""7.75"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""7.00"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""5.44"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""5.50"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""5.80"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""5.79"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""20.73"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""20.96"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""21.73"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""22.76"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""0.01"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""0.02"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""0.01"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""0.01"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""1.52"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""1.46"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""1.64"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""95"",""Honduras"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""1.54"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""20.33"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""22.16"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""24.18"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""21.53"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""61.07"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""60.45"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""58.64"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""60.41"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""53.23"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""54.47"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""64.42"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""67.06"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""2.24"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""2.13"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""2.44"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""2.81"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""6.23"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""6.45"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""4.88"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""96"",""China, Hong Kong SAR"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""3.97"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""5.78"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""5.67"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""5.31"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""6.01"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""45.53"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""44.53"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2010"",""40.20"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2011"",""41.41"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2008"",""28.32"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2009"",""27.39"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2010"",""23.69"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2734"",""Poultry Meat"",""2011"",""25.21"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2008"",""1.00"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2009"",""0.88"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2010"",""1.14"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2735"",""Meat, Other"",""2011"",""0.99"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2008"",""14.60"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2009"",""14.44"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2010"",""14.61"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""97"",""Hungary"",""645"",""Food supply quantity (kg/capita/yr)"",""2737"",""Fats, Animals, Raw"",""2011"",""14.41"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2008"",""9.73"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2009"",""10.38"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2010"",""9.19"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2731"",""Bovine Meat"",""2011"",""9.06"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2008"",""40.63"",""Fc"",""Calculated data"""
"CL,""Food Supply - Livestock and Fish Primary Equivalent"",""98"",""Croatia"",""645"",""Food supply quantity (kg/capita/yr)"",""2733"",""Pigmeat"",""2009"",""44.73"",""Fc"",""Calculated data"""
